FID,name_landmark,ชื่อสถานที่สำคัญ,ที่อยู่
646,PHUKET CHAMBER OF COMMERCE,หอการค้าจังหวัดภูเก็ต,ถนนหลวงพ่อ
647,"OFFICE OF THE RUBBER REPLANTING AID FUND,PHUKET",สำนักงานกองทุนสงเคราะห์การทำสวนยางจังหวัดภูเก็ต,ถนนรพช. ภก. 2074 (ถนนศรีสุทัศน์-บ้านเกาะสิเหร่)
648,PEARL,โรงภาพยนตร์เพิร์ล,ถนนมนตรี
649,PHUKET TELECOMMUNICATION CENTRE,ที่ทำการศูนย์โทรคมนาคมภูเก็ต,ถนนพังงา
650,"GOVERNMENT COLD STORAGE ORGANIZATION,MINISTRY OF AGRICULTURE AND COOPERATIVES",องค์การอุตสาหกรรมห้องเย็นกระทรวงเกษตรและสหกรณ์,ถนนโครงการบ้านท่าเทียบเรือประมงจังหวัดภูเก็ต
651,ROENG CHIT CINEMA,โรงภาพยนตร์เริงจิต,ถนนมนตรี
652,PHUKET FISHING PORT OFFICE,สำนักงานท่าเทียบเรือจังหวัดภูเก็ต,ถนนโครงการบ้านท่าเทียบเรือประมงจังหวัดภูเก็ต
653,PHUKET TRANSPORT OFFICE,สำนักงานขนส่งจังหวัดภูเก็ต,ถนนรัตนโกสินทร์ 200 ปี
654,PHUKET SPORT AUTHORITY OF THAILAND,การกีฬาแห่งประเทศไทยจังหวัดภูเก็ต,ถนนกระ
655,PHUKET FUEL TERMINAL,คลังน้ำมันภูเก็ต,ทางหลวงแผ่นดินหมายเลข 4023
656,PETROLEUM AUTHORITY OF THAILAND PHUKET OIL TERMINAL,การปิโตรเลียมแห่งประเทศไทยคลังน้ำมันจังหวัดภูเก็ต,ทางหลวงแผ่นดินหมายเลข 4023
657,BANK FOR AGRICUTURE AND AGRICUTURAL COOPERATIVES THALANG SUB-BRANCH,ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร สาขาย่อยถลาง,ทางหลวงแผ่นดินหมายเลข 402
658,THAI MILITARY BANK THALANG BRANCH,ธนาคารทหารไทย สาขาถลาง,ทางหลวงแผ่นดินหมายเลข 402
659,GOVERNMENT SAVINGS BANK THALANG BRANCH,ธนาคารออมสิน สาขาถลาง,ทางหลวงแผ่นดินหมายเลข 402
660,SIAM CITY BANK THALANG BRANCH,ธนาคารนครหลวงไทย สาขาถลาง,ทางหลวงแผ่นดินหมายเลข 402
661,BANGKOK BANK THALANG SUB-BRANCH,ธนาคารกรุงเทพ สาขาย่อยถลาง,ทางหลวงแผ่นดินหมายเลข 402
662,SIAM COMMERCIAL BANK CHOENG THALE SUB-BRANCH,ธนาคารไทยพาณิชย์ สาขาย่อยเชิงทะเล,ทางหลวงแผ่นดินหมายเลข 4025
663,KRUNG THAI BANK THEP KRASATTRI RD. BRANCH,ธนาคารกรุงไทย สาขาถนนเทพกระษัตรี,ทางหลวงแผ่นดินหมายเลข 402
664,GOVERNMENT SAVINGS BANK PA TONG BRANCH,ธนาคารออมสิน สาขาป่าตอง,ทางหลวงแผ่นดินหมายเลข 4029
665,UOB RADANASIN BANK SAM KONG BRANCH,ธนาคารยูโอบีรัตนสิน สาขาสามกอง,ถนนเยาวราช
666,BANK OF AYUDHYA THEP KRASATTRI RD. BRANCH,ธนาคารกรุงศรีอยุธยา สาขาถนนเทพกระษัตรี,ทางหลวงแผ่นดินหมายเลข 402
667,KRUNG THAI BANK PA TONG BRANCH,ธนาคารกรุงไทย สาขาป่าตอง,ถนนราษฎร์อุทิศ 200 ปี
668,SIAM COMMERCIAL BANK PA TONG BRANCH,ธนาคารไทยพาณิชย์ สาขาป่าตอง,ถนนราษฎร์อุทิศ 200 ปี
669,THAI MILITARY BANK WACHIRA HOSPITAL BRANCH,ธนาคารทหารไทย สาขาโรงพยาบาลวชิระ,ถนนเยาวราช
670,BANGKOK METROPOLITAN BANK PA TONG SUB-BRANCH,ธนาคารศรีนคร สาขาย่อยป่าตอง,ซอยราษฏร์อุทิศ 200 ปี 1
671,THAI MILITARY BANK HAT PA TONG BRANCH,ธนาคารทหารไทย สาขาหาดป่าตอง,ถนนทวีวงค์
672,THAI FARMERS BANK HAT PA TONG BRANCH,ธนาคารกสิกรไทย สาขาหาดป่าตอง,ซอยราษฏร์อุทิศ 200 ปี 1
673,SIAM CITY BANK HAT PA TONG BRANCH,ธนาคารนครหลวงไทย สาขาหาดป่าตอง,ถนนทวีวงค์
674,BANK OF AYUDHYA PA TONG BRANCH,ธนาคารกรุงศรีอยุธยา สาขาป่าตอง,ถนนราษฎร์อุทิศ 200 ปี
675,BANGKOK BANK PA TONG BRANCH,ธนาคารกรุงเทพ สาขาป่าตอง,ซอยราษฏร์อุทิศ 200 ปี 1
676,UOB RADANASIN BANK PA TONG BRANCH,ธนาคารยูโอบีรัตนสิน สาขาป่าตอง,ซอยราษฏร์อุทิศ 200 ปี 1
677,BANK OF ASIA HAT PA TONG SUB-BRANCH,ธนาคารเอเชีย สาขาย่อยหาดป่าตอง, 
678,BANGKOK BANK THEP KRASATTRI PHUKET RD. BRANCH,ธนาคารกรุงเทพ สาขาถนนเทพกระษัตรี ภูเก็ต,ถนนเทพกระษัตรี
679,SIAM CITY BANK PHUKET BRANCH,ธนาคารนครหลวงไทย สาขาภูเก็ต,ถนนพังงา
680,BANK THAI BANK PHUKET BRANCH,ธนาคารไทยธนาคาร สาขาภูเก็ต,ถนนพังงา
681,GOVERNMENT SAVINGS BANK PHUKET BRANCH,ธนาคารออมสิน สาขาภูเก็ต,ถนนพังงา
682,THAI FARMERS BANK PHUKET BRANCH,ธนาคารกสิกรไทย สาขาภูก็ต,ถนนพังงา
683,BANGKOK BANK PHUKET BRANCH,ธนาคารกรุงเทพ สาขาภูเก็ต,ถนนพังงา
684,THAI MILITARY BANK PHUKET BRANCH,ธนาคารทหารไทย สาขาภูเก็ต,ถนนระนอง
685,KRUNG THAI BANK RATSADA RD. BRANCH,ธนาคารกรุงไทย สาขาถนนรัษฎา,ถนนรัษฎา
686,UOB RADANASIN BANK RAT SADA Rd. BRANCH,ธนาคารยูโอบีรัตนสิน สาขาถนนรัษฎา,ถนนรัษฎา
687,BANK OF AYUDHYA RAT SADA Rd. BRANCH,ธนาคารกรุงศรีอยุธยา สาขาถนนรัษฎา,ซอยประดิษฐ์
688,SIAM COMMERCIAL BANK PHUKET BRANCH,ธนาคารไทยพาณิชย์ สาขาภูเก็ต,ซอยประดิษฐ์
689,KRUNG THAI BANK PHUKET BRANCH,ธนาคารกรุงไทย สาขาภูเก็ต,ถนนพังงา
690,THAI MILITARY BANK MONTRI-PHUKET RD. BRANCH,ธนาคารทหารไทย สาขาถนนมนตรี-ภูเก็ต,ซอยพังงา 2
691,GOVERNMENT HOUSING BANK PHUKET BRANCH,ธนาคารอาคารสงเคราะห์ สาขาภูเก็ต,ถนนบางกอก
692,BANGKOK METROPOLITAN BANK PHUKET BRANCH,ธนาคารศรีนคร สาขาภูเก็ต,ถนนมนตรี
693,BANK OF ASIA PHUKET BRANCH,ธนาคารเอเชีย สาขาภูเก็ต,ถนนมนตรี
694,THAI FARMERS BANK TI LOK PHUKET SHOPPING CENTER BRANCH,ธนาคารกสิกรไทย สาขาศูนย์การค้าติลกภูเก็ต,ถนนชนะเจริญ
695,SIAM COMMERCIAL BANK CHAO FA RD. BRANCH,ธนาคารไทยพาณิชย์ สาขาถนนเจ้าฟ้า,ถนนเจ้าฟ้า
696,BANK OF AYUDHYA PHUN PHON RD. BRANCH,ธนาคารกรุงศรีอยุธยา สาขาถนนพูนผล,ถนนพูลผล
697,SIAM CITY BANK HAT KARON BRANCH,ธนาคารนครหลวงไทย สาขาหาดกะรน,ทางหลวงแผ่นดินหมายเลข 4028
698,SIAM COMMERCIAL BANK HA YAEK CHALONG SUB-BRANCH,ธนาคารไทยพาณิชย์ สาขาย่อยห้าแยกฉลอง,ทางหลวงแผ่นดินหมายเลข 4021
699,YUENYONG KARAOKE,ยืนยงคาราโอเกะ,ทางหลวงแผ่นดินหมายเลข 402
700,TINA FARM,ตินะฟาร์ม, 
701,RIM HAT SEAFOOD 1,ร้านอาหารริมหาดซีฟู้ด 1,ทางหลวงแผ่นดินหมายเลข 402
702,YAI THI SEAFOOD,ยายทิซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 402
703,UDOM SEAFOOD,อุดมซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 402
704,RIM HAT SEAFOOD 3,ร้านอาหารริมหาดซีฟู้ด 3,ทางหลวงแผ่นดินหมายเลข 402
705,RIM HAT SEAFOOD 2,ร้านอาหารริมหาดซีฟู้ด 2,ทางหลวงแผ่นดินหมายเลข 402
706,CHAKKACHAN SEAFOOD,ร้านอาหารจักจั่นซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 402
707,RIM HAT SEAFOOD 5,ร้านอาหารริมหาดซีฟู้ด 5,ทางหลวงแผ่นดินหมายเลข 402
708,FANG KAEO SEAFOOD,ร้านอาหารฟางแก้วซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 402
709,PHUKET MUEANG THONG FARM,ภูเก็ตเมืองทองฟาร์ม,ทางหลวงแผ่นดินหมายเลข 402
710,PIYAWADI FARM,ปิยวดีฟาร์ม,ทางหลวงแผ่นดินหมายเลข 402
711,WARARIN FARM,วรารินฟาร์ม,ทางหลวงแผ่นดินหมายเลข 402
712,CHAI BUNYA FARM,ชัยบุญญาฟาร์ม, 
713,KHRUA HAT SAI KAEO RESTAURANT,ครัวหาดทรายแก้ว,ทางหลวงแผ่นดินหมายเลข 402
714,SUAN MAPHRAO MATERIAL,สวนมะพร้าวค้าวัสดุ,ทางหลวงแผ่นดินหมายเลข 402
